number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_huber_slope,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,state
125,35.29866847689673,2026-05-08 20:43:51.941092,2026-05-08 20:43:58.757366,0 days 00:00:06.816274,0.6171963956815694,83.81836390280263,0.014045598071711896,3,41,1500,COMPLETE
126,41.45688954438717,2026-05-08 20:43:58.757366,2026-05-08 20:44:07.032041,0 days 00:00:08.274675,0.5789997642537464,87.20694961690945,0.0010242018874310993,3,38,1500,COMPLETE
127,35.18097589510084,2026-05-08 20:44:07.032041,2026-05-08 20:44:13.385236,0 days 00:00:06.353195,0.6402906736429287,80.4737057282784,0.016385221059236676,3,34,1400,COMPLETE
128,35.37582376735368,2026-05-08 20:44:13.385236,2026-05-08 20:44:22.508195,0 days 00:00:09.122959,0.6266881915396747,45.18665177604421,0.007871861327688471,4,20,1500,COMPLETE
129,35.42056295748627,2026-05-08 20:44:22.508195,2026-05-08 20:44:29.256068,0 days 00:00:06.747873,0.6802549247807881,28.38661751090332,0.02920731888884857,3,30,1400,COMPLETE
130,35.342389797382666,2026-05-08 20:44:29.256068,2026-05-08 20:44:34.945626,0 days 00:00:05.689558,0.5978127211241813,74.96526518483252,0.012238894033591302,3,37,1200,COMPLETE
131,35.19062917363222,2026-05-08 20:44:34.945626,2026-05-08 20:44:41.354873,0 days 00:00:06.409247,0.6648704691758072,77.60593348288734,0.010380444514244936,3,31,1300,COMPLETE
132,35.199239655717285,2026-05-08 20:44:41.354873,2026-05-08 20:44:47.667683,0 days 00:00:06.312810,0.649824210966749,83.08051050188661,0.011837749953968872,3,32,1400,COMPLETE
133,35.26769214117623,2026-05-08 20:44:47.667683,2026-05-08 20:44:55.043479,0 days 00:00:07.375796,0.693579071470636,77.18761827223565,0.008500126658402983,3,26,1500,COMPLETE
134,35.156235109968705,2026-05-08 20:44:55.043479,2026-05-08 20:45:01.052057,0 days 00:00:06.008578,0.6381560494410883,84.12283944224377,0.01424202069635454,3,29,1300,COMPLETE
135,35.388254544664534,2026-05-08 20:45:01.052057,2026-05-08 20:45:06.962384,0 days 00:00:05.910327,0.6332755027007493,85.10377768367842,0.019583601329260035,3,28,1300,COMPLETE
136,35.30123729800119,2026-05-08 20:45:06.962384,2026-05-08 20:45:12.936790,0 days 00:00:05.974406,0.6152657635742684,89.72600005170005,0.01391619046291353,3,29,1300,COMPLETE
137,35.14106150267087,2026-05-08 20:45:12.936790,2026-05-08 20:45:18.063389,0 days 00:00:05.126599,0.6451538141431705,92.40590580045522,0.015345789164958181,3,34,1100,COMPLETE
138,35.47128857346097,2026-05-08 20:45:18.063389,2026-05-08 20:45:23.059770,0 days 00:00:04.996381,0.6569862688475637,93.62584759537005,0.023719207595159015,3,22,1100,COMPLETE
139,35.14459760744827,2026-05-08 20:45:23.059770,2026-05-08 20:45:28.335174,0 days 00:00:05.275404,0.6741380551867036,95.89982341883429,0.016686427827404777,3,33,1100,COMPLETE
140,35.21766155827841,2026-05-08 20:45:28.335174,2026-05-08 20:45:34.499033,0 days 00:00:06.163859,0.6769431949849289,92.11316011060293,0.01672606349848429,4,39,1000,COMPLETE
141,35.12317235197254,2026-05-08 20:45:34.499033,2026-05-08 20:45:39.346750,0 days 00:00:04.847717,0.6510602264438058,98.20638025691763,0.018298121471166467,3,33,1100,COMPLETE
